date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:08	236/236	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2014:36:09%20GMT	http://www.fondationaek.org/robots.txt		(from )
15:36:08	39418/39418	---M--	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2010:28:42%20GMT	http://www.fondationaek.org/	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/index.html	(from )
15:36:09	54597/54597	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Dec%202020%2015:38:38%20GMT	http://www.fondationaek.org/revslider/public/assets/css/rs6.css	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/css/rs6.css	(from http://www.fondationaek.org/)
15:36:10	19101/19101	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Feb%202021%2016:36:18%20GMT	http://www.fondationaek.org/upload/favicon.png	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/favicon.png	(from http://www.fondationaek.org/)
15:36:16	0/0	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Dec%202020%2015:39:15%20GMT	http://www.fondationaek.org/css/custom-css.css	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/css/custom-css.4.delayed	(from http://www.fondationaek.org/)
15:36:16	28991/28991	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Dec%202020%2015:39:17%20GMT	http://www.fondationaek.org/css/font-awesome.min.css	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/css/font-awesome.min.css	(from http://www.fondationaek.org/)
15:36:19	44003/44003	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Dec%202020%2015:39:17%20GMT	http://www.fondationaek.org/css/responsive-css.css	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/css/responsive-css.css	(from http://www.fondationaek.org/)
15:36:19	407316/407316	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Dec%202020%2015:39:19%20GMT	http://www.fondationaek.org/css/style.css	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/css/style.css	(from http://www.fondationaek.org/)
15:36:20	340/340	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Dec%202020%2015:39:16%20GMT	http://www.fondationaek.org/css/jquery.circliful.css	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/css/jquery.circliful.css	(from http://www.fondationaek.org/)
15:36:21	17023/17023	---M--	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2010:32:13%20GMT	http://www.fondationaek.org/mot-du-president.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/mot-du-president.html	(from http://www.fondationaek.org/)
15:36:21	17808/17808	---M--	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2010:33:44%20GMT	http://www.fondationaek.org/notre-histoire.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/notre-histoire.html	(from http://www.fondationaek.org/)
15:36:21	16482/16482	---M--	200	added ('OK')	text/html	date:Tue,%2020%20Apr%202021%2010:52:28%20GMT	http://www.fondationaek.org/a-propos-de-la-fondation.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/a-propos-de-la-fondation.html	(from http://www.fondationaek.org/)
15:36:22	21460/21460	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:45:57%20GMT	http://www.fondationaek.org/evenements.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/evenements.html	(from http://www.fondationaek.org/)
15:36:23	17907/17907	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:46:02%20GMT	http://www.fondationaek.org/publications.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/publications.html	(from http://www.fondationaek.org/)
15:36:24	19648/19648	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:46:01%20GMT	http://www.fondationaek.org/presse.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/presse.html	(from http://www.fondationaek.org/)
15:36:24	236/236	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2014:36:22%20GMT	https://www.fondationaek.org/themes.themegoods.com/constructor/demo/wp-content/themes/tgconstructor/images/	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/themes.themegoods.com/constructor/demo/wp-content/themes/tgconstructor/images/index.html	(from http://www.fondationaek.org/)
15:36:24	15879/15879	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:45:55%20GMT	http://www.fondationaek.org/bibliotheque.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/bibliotheque.html	(from http://www.fondationaek.org/)
15:36:25	15977/15977	---M--	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2010:38:32%20GMT	http://www.fondationaek.org/salles-de-cinema.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/salles-de-cinema.html	(from http://www.fondationaek.org/)
15:36:26	16038/16038	---M--	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2010:46:41%20GMT	http://www.fondationaek.org/ateliers-de-musique-peinture.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/ateliers-de-musique-peinture.html	(from http://www.fondationaek.org/)
15:36:26	15530/15530	---M--	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2010:50:16%20GMT	http://www.fondationaek.org/galerie-exposition.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/galerie-exposition.html	(from http://www.fondationaek.org/)
15:36:27	15645/15645	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:45:55%20GMT	http://www.fondationaek.org/auditorium.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/auditorium.html	(from http://www.fondationaek.org/)
15:36:27	15330/15330	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:46:03%20GMT	http://www.fondationaek.org/soutien-de-programmes-culturels.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/soutien-de-programmes-culturels.html	(from http://www.fondationaek.org/)
15:36:28	15822/15822	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:46:03%20GMT	http://www.fondationaek.org/soutien-de-programmes-educatifs.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/soutien-de-programmes-educatifs.html	(from http://www.fondationaek.org/)
15:36:28	16395/16395	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:46:04%20GMT	http://www.fondationaek.org/soutien-scolaire.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/soutien-scolaire.html	(from http://www.fondationaek.org/)
15:36:29	15827/15827	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:46:01%20GMT	http://www.fondationaek.org/promotion-du-sport.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/promotion-du-sport.html	(from http://www.fondationaek.org/)
15:36:29	20736/20736	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Apr%202021%2015:45:57%20GMT	http://www.fondationaek.org/contact.html	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/contact.html	(from http://www.fondationaek.org/)
15:36:34	35169/35169	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:35:45%20GMT	http://www.fondationaek.org/upload/logo@2x.png	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/logo@2x.png	(from http://www.fondationaek.org/)
15:37:04	216930/216930	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:35%20GMT	http://www.fondationaek.org/upload/005.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/005.jpg	(from http://www.fondationaek.org/)
15:37:21	102466/102466	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:52%20GMT	http://www.fondationaek.org/upload/service1.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/service1.jpg	(from http://www.fondationaek.org/)
15:37:28	354611/354611	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:38%20GMT	http://www.fondationaek.org/upload/007.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/007.jpg	(from http://www.fondationaek.org/)
15:37:32	66460/66460	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:52%20GMT	http://www.fondationaek.org/upload/service2.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/service2.jpg	(from http://www.fondationaek.org/)
15:37:40	75252/75252	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:53%20GMT	http://www.fondationaek.org/upload/service3.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/service3.jpg	(from http://www.fondationaek.org/)
15:37:42	10056/10056	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Dec%202020%2015:36:47%20GMT	http://www.fondationaek.org/js/jquery-migrate.min.js	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/js/jquery-migrate.min.js	(from http://www.fondationaek.org/)
15:37:48	96873/96873	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Dec%202020%2015:36:47%20GMT	http://www.fondationaek.org/js/jquery.js	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/js/jquery.js	(from http://www.fondationaek.org/)
15:38:03	577322/577322	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:37%20GMT	http://www.fondationaek.org/upload/006.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/006.jpg	(from http://www.fondationaek.org/)
15:38:07	150301/150301	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Dec%202020%2015:38:43%20GMT	http://www.fondationaek.org/revslider/public/assets/js/revolution.tools.min.js	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/js/revolution.tools.min.js	(from http://www.fondationaek.org/)
15:38:07	1455/1455	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Dec%202020%2015:36:50%20GMT	http://www.fondationaek.org/js/plugins/custom_onepage.js	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/js/plugins/custom_onepage.js	(from http://www.fondationaek.org/)
15:38:11	21422/21422	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Dec%202020%2015:37:16%20GMT	http://www.fondationaek.org/js/plugins/flexslider/jquery.flexslider-min.js	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/js/plugins/flexslider/jquery.flexslider-min.js	(from http://www.fondationaek.org/)
15:38:12	3096/3096	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Dec%202020%2015:36:51%20GMT	http://www.fondationaek.org/js/plugins/jquery.circliful.min.js	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/js/plugins/jquery.circliful.min.js	(from http://www.fondationaek.org/)
15:38:13	3971/3971	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Dec%202020%2015:36:52%20GMT	http://www.fondationaek.org/js/plugins/script-plugins.js	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/js/plugins/script-plugins.js	(from http://www.fondationaek.org/)
15:38:15	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2001%20Dec%202020%2015:38:48%20GMT	http://www.fondationaek.org/revslider/public/assets/fonts/revicons/revicons.eot	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/fonts/revicons/revicons.eot	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:17	7536/7536	---M--	200	added ('OK')	font/woff	date:Tue,%2001%20Dec%202020%2015:38:49%20GMT	http://www.fondationaek.org/revslider/public/assets/fonts/revicons/revicons.woff	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/fonts/revicons/revicons.woff	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:19	11968/11968	---M--	200	added ('OK')	font/ttf	date:Tue,%2001%20Dec%202020%2015:38:49%20GMT	http://www.fondationaek.org/revslider/public/assets/fonts/revicons/revicons.ttf	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/fonts/revicons/revicons.ttf	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:19	13532/13532	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Dec%202020%2015:38:48%20GMT	http://www.fondationaek.org/revslider/public/assets/fonts/revicons/revicons.svg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/fonts/revicons/revicons.svg	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:20	326/326	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202020%2015:38:36%20GMT	http://www.fondationaek.org/revslider/public/assets/css/openhand.cur	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/css/openhand.html	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:20	326/326	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202020%2015:38:36%20GMT	http://www.fondationaek.org/revslider/public/assets/css/closedhand.cur	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/css/closedhand.html	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:20	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:38:30%20GMT	http://www.fondationaek.org/revslider/public/assets/assets/gridtile.png	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/assets/gridtile.png	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:20	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:38:32%20GMT	http://www.fondationaek.org/revslider/public/assets/assets/gridtile_white.png	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/assets/gridtile_white.png	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:21	70/70	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:38:31%20GMT	http://www.fondationaek.org/revslider/public/assets/assets/gridtile_3x3.png	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/assets/gridtile_3x3.png	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
15:38:21	71/71	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:38:31%20GMT	http://www.fondationaek.org/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/revslider/public/assets/assets/gridtile_3x3_white.png	(from http://www.fondationaek.org/revslider/public/assets/css/rs6.css)
